,file,label,x0,y0,x1,y1,x_norm0,y_norm0,x_norm1,y_norm1
18,data\kanade\cohn-kanade-images\S011\003\S011_003_00000014.png,4.0,255,90,513,406,0.3986422,0.18503192,0.8023468,0.8292625
19,data\kanade\cohn-kanade-images\S011\003\S011_003_00000012.png,4.0,255,90,513,406,0.3986422,0.18503192,0.8023468,0.8292625
20,data\kanade\cohn-kanade-images\S011\003\S011_003_00000001.png,0.0,255,90,513,406,0.3986422,0.18503192,0.8023468,0.8292625
21,data\kanade\cohn-kanade-images\S011\004\S011_004_00000021.png,1.0,263,95,522,409,0.41106218,0.19543642,0.81608063,0.8356121
22,data\kanade\cohn-kanade-images\S011\004\S011_004_00000019.png,1.0,263,95,522,409,0.41106218,0.19543642,0.81608063,0.8356121
23,data\kanade\cohn-kanade-images\S011\004\S011_004_00000001.png,0.0,263,95,522,409,0.41106218,0.19543642,0.81608063,0.8356121
24,data\kanade\cohn-kanade-images\S011\005\S011_005_00000020.png,3.0,256,94,514,424,0.40008438,0.19184947,0.80417335,0.86614287
25,data\kanade\cohn-kanade-images\S011\005\S011_005_00000018.png,3.0,256,94,514,424,0.40008438,0.19184947,0.80417335,0.86614287
26,data\kanade\cohn-kanade-images\S011\005\S011_005_00000001.png,0.0,256,94,514,424,0.40008438,0.19184947,0.80417335,0.86614287
27,data\kanade\cohn-kanade-images\S011\006\S011_006_00000013.png,5.0,264,88,521,416,0.41284204,0.18025151,0.8155303,0.8495666
28,data\kanade\cohn-kanade-images\S011\006\S011_006_00000011.png,5.0,264,88,521,416,0.41284204,0.18025151,0.8155303,0.8495666
29,data\kanade\cohn-kanade-images\S011\006\S011_006_00000001.png,0.0,264,88,521,416,0.41284204,0.18025151,0.8155303,0.8495666
30,data\kanade\cohn-kanade-images\S014\001\S014_001_00000029.png,7.0,247,93,502,437,0.38613352,0.19057503,0.7858386,0.89294815
31,data\kanade\cohn-kanade-images\S014\001\S014_001_00000027.png,7.0,247,93,502,437,0.38613352,0.19057503,0.7858386,0.89294815
32,data\kanade\cohn-kanade-images\S014\001\S014_001_00000001.png,0.0,247,93,502,437,0.38613352,0.19057503,0.7858386,0.89294815
33,data\kanade\cohn-kanade-images\S014\002\S014_002_00000016.png,6.0,249,99,499,431,0.3896055,0.20392203,0.7799542,0.88066506
34,data\kanade\cohn-kanade-images\S014\002\S014_002_00000014.png,6.0,249,99,499,431,0.3896055,0.20392203,0.7799542,0.88066506
35,data\kanade\cohn-kanade-images\S014\002\S014_002_00000001.png,0.0,249,99,499,431,0.3896055,0.20392203,0.7799542,0.88066506
36,data\kanade\cohn-kanade-images\S014\003\S014_003_00000030.png,1.0,252,106,500,427,0.39456117,0.21817654,0.7824335,0.87298995
37,data\kanade\cohn-kanade-images\S014\003\S014_003_00000028.png,1.0,252,106,500,427,0.39456117,0.21817654,0.7824335,0.87298995
38,data\kanade\cohn-kanade-images\S014\003\S014_003_00000001.png,0.0,252,106,500,427,0.39456117,0.21817654,0.7824335,0.87298995
39,data\kanade\cohn-kanade-images\S014\005\S014_005_00000017.png,5.0,249,98,503,427,0.38962317,0.20130622,0.7874143,0.87232864
40,data\kanade\cohn-kanade-images\S014\005\S014_005_00000015.png,5.0,249,98,503,427,0.38962317,0.20130622,0.7874143,0.87232864
41,data\kanade\cohn-kanade-images\S014\005\S014_005_00000001.png,0.0,249,98,503,427,0.38962317,0.20130622,0.7874143,0.87232864
42,data\kanade\cohn-kanade-images\S022\001\S022_001_00000030.png,7.0,243,82,442,372,0.3804058,0.16804507,0.6911464,0.75960696
43,data\kanade\cohn-kanade-images\S022\001\S022_001_00000028.png,7.0,243,82,442,372,0.3804058,0.16804507,0.6911464,0.75960696
44,data\kanade\cohn-kanade-images\S022\001\S022_001_00000001.png,0.0,243,82,442,372,0.3804058,0.16804507,0.6911464,0.75960696
45,data\kanade\cohn-kanade-images\S022\005\S022_005_00000032.png,1.0,249,89,448,360,0.39007604,0.18293288,0.700083,0.73631704
46,data\kanade\cohn-kanade-images\S022\005\S022_005_00000030.png,1.0,249,89,448,360,0.39007604,0.18293288,0.700083,0.73631704
47,data\kanade\cohn-kanade-images\S022\005\S022_005_00000001.png,0.0,249,89,448,360,0.39007604,0.18293288,0.700083,0.73631704
48,data\kanade\cohn-kanade-images\S022\006\S022_006_00000017.png,3.0,242,89,444,361,0.3794832,0.18192855,0.6946455,0.7376518
49,data\kanade\cohn-kanade-images\S022\006\S022_006_00000015.png,3.0,242,89,444,361,0.3794832,0.18192855,0.6946455,0.7376518
50,data\kanade\cohn-kanade-images\S022\006\S022_006_00000001.png,0.0,242,89,444,361,0.3794832,0.18192855,0.6946455,0.7376518
51,data\kanade\cohn-kanade-images\S026\001\S026_001_00000015.png,7.0,243,84,432,366,0.3803557,0.1722101,0.6752198,0.7479061
52,data\kanade\cohn-kanade-images\S026\001\S026_001_00000013.png,7.0,243,84,432,366,0.3803557,0.1722101,0.6752198,0.7479061
53,data\kanade\cohn-kanade-images\S026\001\S026_001_00000001.png,0.0,243,84,432,366,0.3803557,0.1722101,0.6752198,0.7479061
54,data\kanade\cohn-kanade-images\S026\002\S026_002_00000016.png,6.0,234,104,428,359,0.36623207,0.21300766,0.66992223,0.73368967
55,data\kanade\cohn-kanade-images\S026\002\S026_002_00000014.png,6.0,234,104,428,359,0.36623207,0.21300766,0.66992223,0.73368967
56,data\kanade\cohn-kanade-images\S026\002\S026_002_00000001.png,0.0,234,104,428,359,0.36623207,0.21300766,0.66992223,0.73368967
57,data\kanade\cohn-kanade-images\S026\003\S026_003_00000015.png,1.0,236,105,430,356,0.36892635,0.21625295,0.672311,0.7280121
58,data\kanade\cohn-kanade-images\S026\003\S026_003_00000013.png,1.0,236,105,430,356,0.36892635,0.21625295,0.672311,0.7280121
59,data\kanade\cohn-kanade-images\S026\003\S026_003_00000001.png,0.0,236,105,430,356,0.36892635,0.21625295,0.672311,0.7280121
60,data\kanade\cohn-kanade-images\S026\006\S026_006_00000013.png,5.0,238,99,432,357,0.37228763,0.20210972,0.67557395,0.72940075
61,data\kanade\cohn-kanade-images\S026\006\S026_006_00000011.png,5.0,238,99,432,357,0.37228763,0.20210972,0.67557395,0.72940075
62,data\kanade\cohn-kanade-images\S026\006\S026_006_00000001.png,0.0,238,99,432,357,0.37228763,0.20210972,0.67557395,0.72940075
63,data\kanade\cohn-kanade-images\S028\001\S028_001_00000024.png,1.0,249,149,446,382,0.39035606,0.30452427,0.69737613,0.7796228
64,data\kanade\cohn-kanade-images\S028\001\S028_001_00000022.png,1.0,249,149,446,382,0.39035606,0.30452427,0.69737613,0.7796228
65,data\kanade\cohn-kanade-images\S028\001\S028_001_00000001.png,0.0,249,149,446,382,0.39035606,0.30452427,0.69737613,0.7796228
66,data\kanade\cohn-kanade-images\S029\001\S029_001_00000019.png,1.0,230,116,423,348,0.3600979,0.2380406,0.66144955,0.71179664
67,data\kanade\cohn-kanade-images\S029\001\S029_001_00000017.png,1.0,230,116,423,348,0.3600979,0.2380406,0.66144955,0.71179664
68,data\kanade\cohn-kanade-images\S029\001\S029_001_00000001.png,0.0,230,116,423,348,0.3600979,0.2380406,0.66144955,0.71179664
69,data\kanade\cohn-kanade-images\S032\001\S032_001_00000022.png,7.0,252,111,437,379,0.394016,0.22798905,0.6836654,0.77397597
70,data\kanade\cohn-kanade-images\S032\001\S032_001_00000020.png,7.0,252,111,437,379,0.394016,0.22798905,0.6836654,0.77397597
71,data\kanade\cohn-kanade-images\S032\001\S032_001_00000001.png,0.0,252,111,437,379,0.394016,0.22798905,0.6836654,0.77397597
72,data\kanade\cohn-kanade-images\S032\003\S032_003_00000017.png,1.0,253,132,440,368,0.396066,0.27090365,0.68860453,0.7523542
73,data\kanade\cohn-kanade-images\S032\003\S032_003_00000015.png,1.0,253,132,440,368,0.396066,0.27090365,0.68860453,0.7523542
74,data\kanade\cohn-kanade-images\S032\003\S032_003_00000001.png,0.0,253,132,440,368,0.396066,0.27090365,0.68860453,0.7523542
75,data\kanade\cohn-kanade-images\S032\004\S032_004_00000014.png,4.0,254,130,440,364,0.39762565,0.26732725,0.68773186,0.74295694
76,data\kanade\cohn-kanade-images\S032\004\S032_004_00000012.png,4.0,254,130,440,364,0.39762565,0.26732725,0.68773186,0.74295694
77,data\kanade\cohn-kanade-images\S032\004\S032_004_00000001.png,0.0,254,130,440,364,0.39762565,0.26732725,0.68773186,0.74295694
78,data\kanade\cohn-kanade-images\S032\005\S032_005_00000016.png,3.0,252,135,439,367,0.3945478,0.27598152,0.6868007,0.7507341
79,data\kanade\cohn-kanade-images\S032\005\S032_005_00000014.png,3.0,252,135,439,367,0.3945478,0.27598152,0.6868007,0.7507341
80,data\kanade\cohn-kanade-images\S032\005\S032_005_00000001.png,0.0,252,135,439,367,0.3945478,0.27598152,0.6868007,0.7507341
81,data\kanade\cohn-kanade-images\S032\006\S032_006_00000016.png,5.0,253,122,439,367,0.39628074,0.25084287,0.6872568,0.7496825
82,data\kanade\cohn-kanade-images\S032\006\S032_006_00000014.png,5.0,253,122,439,367,0.39628074,0.25084287,0.6872568,0.7496825
83,data\kanade\cohn-kanade-images\S032\006\S032_006_00000001.png,0.0,253,122,439,367,0.39628074,0.25084287,0.6872568,0.7496825
84,data\kanade\cohn-kanade-images\S034\001\S034_001_00000029.png,7.0,205,126,395,410,0.3214072,0.2586816,0.617689,0.8369861
85,data\kanade\cohn-kanade-images\S034\001\S034_001_00000027.png,7.0,205,126,395,410,0.3214072,0.2586816,0.617689,0.8369861
86,data\kanade\cohn-kanade-images\S034\001\S034_001_00000001.png,0.0,205,126,395,410,0.3214072,0.2586816,0.617689,0.8369861
87,data\kanade\cohn-kanade-images\S034\003\S034_003_00000027.png,1.0,214,134,396,379,0.33453947,0.275173,0.61928993,0.77402216
88,data\kanade\cohn-kanade-images\S034\003\S034_003_00000025.png,1.0,214,134,396,379,0.33453947,0.275173,0.61928993,0.77402216
89,data\kanade\cohn-kanade-images\S034\003\S034_003_00000001.png,0.0,214,134,396,379,0.33453947,0.275173,0.61928993,0.77402216
90,data\kanade\cohn-kanade-images\S034\005\S034_005_00000010.png,5.0,209,127,397,376,0.32746512,0.26095143,0.62184364,0.76810193
91,data\kanade\cohn-kanade-images\S034\005\S034_005_00000008.png,5.0,209,127,397,376,0.32746512,0.26095143,0.62184364,0.76810193
92,data\kanade\cohn-kanade-images\S034\005\S034_005_00000001.png,0.0,209,127,397,376,0.32746512,0.26095143,0.62184364,0.76810193
93,data\kanade\cohn-kanade-images\S035\001\S035_001_00000015.png,7.0,214,107,397,401,0.33502635,0.21916297,0.6208943,0.8183694
94,data\kanade\cohn-kanade-images\S035\001\S035_001_00000013.png,7.0,214,107,397,401,0.33502635,0.21916297,0.6208943,0.8183694
95,data\kanade\cohn-kanade-images\S035\001\S035_001_00000001.png,0.0,214,107,397,401,0.33502635,0.21916297,0.6208943,0.8183694
96,data\kanade\cohn-kanade-images\S035\005\S035_005_00000019.png,3.0,214,118,395,359,0.33492982,0.24164306,0.61742276,0.7335806
97,data\kanade\cohn-kanade-images\S035\005\S035_005_00000017.png,3.0,214,118,395,359,0.33492982,0.24164306,0.61742276,0.7335806
98,data\kanade\cohn-kanade-images\S035\005\S035_005_00000001.png,0.0,214,118,395,359,0.33492982,0.24164306,0.61742276,0.7335806
99,data\kanade\cohn-kanade-images\S035\006\S035_006_00000018.png,5.0,215,115,399,369,0.33658582,0.23470804,0.6236039,0.7533915
100,data\kanade\cohn-kanade-images\S035\006\S035_006_00000016.png,5.0,215,115,399,369,0.33658582,0.23470804,0.6236039,0.7533915
101,data\kanade\cohn-kanade-images\S035\006\S035_006_00000001.png,0.0,215,115,399,369,0.33658582,0.23470804,0.6236039,0.7533915
102,data\kanade\cohn-kanade-images\S037\001\S037_001_00000020.png,7.0,259,105,452,414,0.40484005,0.21441138,0.7069097,0.8466635
103,data\kanade\cohn-kanade-images\S037\001\S037_001_00000018.png,7.0,259,105,452,414,0.40484005,0.21441138,0.7069097,0.8466635
104,data\kanade\cohn-kanade-images\S037\001\S037_001_00000001.png,0.0,259,105,452,414,0.40484005,0.21441138,0.7069097,0.8466635
105,data\kanade\cohn-kanade-images\S037\003\S037_003_00000022.png,1.0,255,109,452,371,0.39990878,0.22364527,0.7075474,0.7578042
106,data\kanade\cohn-kanade-images\S037\003\S037_003_00000020.png,1.0,255,109,452,371,0.39990878,0.22364527,0.7075474,0.7578042
107,data\kanade\cohn-kanade-images\S037\003\S037_003_00000001.png,0.0,255,109,452,371,0.39990878,0.22364527,0.7075474,0.7578042
108,data\kanade\cohn-kanade-images\S037\006\S037_006_00000021.png,5.0,259,96,454,362,0.40473685,0.19652554,0.7094331,0.74052584
109,data\kanade\cohn-kanade-images\S037\006\S037_006_00000019.png,5.0,259,96,454,362,0.40473685,0.19652554,0.7094331,0.74052584
110,data\kanade\cohn-kanade-images\S037\006\S037_006_00000001.png,0.0,259,96,454,362,0.40473685,0.19652554,0.7094331,0.74052584
111,data\kanade\cohn-kanade-images\S042\001\S042_001_00000019.png,7.0,247,125,426,413,0.3867247,0.2564236,0.6666485,0.84312344
112,data\kanade\cohn-kanade-images\S042\001\S042_001_00000017.png,7.0,247,125,426,413,0.3867247,0.2564236,0.6666485,0.84312344
113,data\kanade\cohn-kanade-images\S042\001\S042_001_00000001.png,0.0,247,125,426,413,0.3867247,0.2564236,0.6666485,0.84312344
114,data\kanade\cohn-kanade-images\S042\002\S042_002_00000016.png,6.0,244,133,427,390,0.38186446,0.2720292,0.66779995,0.7964467
115,data\kanade\cohn-kanade-images\S042\002\S042_002_00000014.png,6.0,244,133,427,390,0.38186446,0.2720292,0.66779995,0.7964467
116,data\kanade\cohn-kanade-images\S042\002\S042_002_00000001.png,0.0,244,133,427,390,0.38186446,0.2720292,0.66779995,0.7964467
117,data\kanade\cohn-kanade-images\S042\004\S042_004_00000020.png,1.0,244,134,427,387,0.38213217,0.27525532,0.6672462,0.7913481
118,data\kanade\cohn-kanade-images\S042\004\S042_004_00000018.png,1.0,244,134,427,387,0.38213217,0.27525532,0.6672462,0.7913481
119,data\kanade\cohn-kanade-images\S042\004\S042_004_00000001.png,0.0,244,134,427,387,0.38213217,0.27525532,0.6672462,0.7913481
120,data\kanade\cohn-kanade-images\S042\006\S042_006_00000017.png,5.0,241,129,431,391,0.37685,0.26427674,0.6749027,0.79972863
121,data\kanade\cohn-kanade-images\S042\006\S042_006_00000015.png,5.0,241,129,431,391,0.37685,0.26427674,0.6749027,0.79972863
122,data\kanade\cohn-kanade-images\S042\006\S042_006_00000001.png,0.0,241,129,431,391,0.37685,0.26427674,0.6749027,0.79972863
123,data\kanade\cohn-kanade-images\S044\001\S044_001_00000024.png,7.0,256,126,427,390,0.4004293,0.25781032,0.66837484,0.79657865
124,data\kanade\cohn-kanade-images\S044\001\S044_001_00000022.png,7.0,256,126,427,390,0.4004293,0.25781032,0.66837484,0.79657865
125,data\kanade\cohn-kanade-images\S044\001\S044_001_00000001.png,0.0,256,126,427,390,0.4004293,0.25781032,0.66837484,0.79657865
126,data\kanade\cohn-kanade-images\S044\003\S044_003_00000014.png,5.0,252,130,429,366,0.394414,0.26569742,0.6705875,0.747641
127,data\kanade\cohn-kanade-images\S044\003\S044_003_00000012.png,5.0,252,130,429,366,0.394414,0.26569742,0.6705875,0.747641
128,data\kanade\cohn-kanade-images\S044\003\S044_003_00000001.png,0.0,252,130,429,366,0.394414,0.26569742,0.6705875,0.747641
129,data\kanade\cohn-kanade-images\S044\006\S044_006_00000019.png,3.0,253,133,429,361,0.39628977,0.27186126,0.67156214,0.7378952
130,data\kanade\cohn-kanade-images\S044\006\S044_006_00000017.png,3.0,253,133,429,361,0.39628977,0.27186126,0.67156214,0.7378952
131,data\kanade\cohn-kanade-images\S044\006\S044_006_00000001.png,0.0,253,133,429,361,0.39628977,0.27186126,0.67156214,0.7378952
132,data\kanade\cohn-kanade-images\S045\004\S045_004_00000015.png,3.0,200,141,397,377,0.3127294,0.28841338,0.6214292,0.76942694
133,data\kanade\cohn-kanade-images\S045\004\S045_004_00000013.png,3.0,200,141,397,377,0.3127294,0.28841338,0.6214292,0.76942694
134,data\kanade\cohn-kanade-images\S045\004\S045_004_00000001.png,0.0,200,141,397,377,0.3127294,0.28841338,0.6214292,0.76942694
135,data\kanade\cohn-kanade-images\S045\005\S045_005_00000030.png,1.0,189,147,388,379,0.29648823,0.30039865,0.606515,0.7736532
136,data\kanade\cohn-kanade-images\S045\005\S045_005_00000028.png,1.0,189,147,388,379,0.29648823,0.30039865,0.606515,0.7736532
137,data\kanade\cohn-kanade-images\S045\005\S045_005_00000001.png,0.0,189,147,388,379,0.29648823,0.30039865,0.606515,0.7736532
138,data\kanade\cohn-kanade-images\S046\001\S046_001_00000025.png,6.0,217,110,410,362,0.33980572,0.22508296,0.64108974,0.739504
139,data\kanade\cohn-kanade-images\S046\001\S046_001_00000023.png,6.0,217,110,410,362,0.33980572,0.22508296,0.64108974,0.739504
140,data\kanade\cohn-kanade-images\S046\001\S046_001_00000001.png,0.0,217,110,410,362,0.33980572,0.22508296,0.64108974,0.739504
141,data\kanade\cohn-kanade-images\S046\002\S046_002_00000006.png,7.0,222,101,411,388,0.347638,0.20755571,0.64361817,0.79287106
142,data\kanade\cohn-kanade-images\S046\002\S046_002_00000004.png,7.0,222,101,411,388,0.347638,0.20755571,0.64361817,0.79287106
143,data\kanade\cohn-kanade-images\S046\002\S046_002_00000001.png,0.0,222,101,411,388,0.347638,0.20755571,0.64361817,0.79287106
144,data\kanade\cohn-kanade-images\S046\003\S046_003_00000016.png,4.0,222,108,410,360,0.3480425,0.22087628,0.641762,0.73543984
145,data\kanade\cohn-kanade-images\S046\003\S046_003_00000014.png,4.0,222,108,410,360,0.3480425,0.22087628,0.641762,0.73543984
146,data\kanade\cohn-kanade-images\S046\003\S046_003_00000001.png,0.0,222,108,410,360,0.3480425,0.22087628,0.641762,0.73543984
147,data\kanade\cohn-kanade-images\S046\004\S046_004_00000017.png,3.0,223,121,410,362,0.3490675,0.24860662,0.64116144,0.7392939
148,data\kanade\cohn-kanade-images\S046\004\S046_004_00000015.png,3.0,223,121,410,362,0.3490675,0.24860662,0.64116144,0.7392939
149,data\kanade\cohn-kanade-images\S046\004\S046_004_00000001.png,0.0,223,121,410,362,0.3490675,0.24860662,0.64116144,0.7392939
150,data\kanade\cohn-kanade-images\S050\001\S050_001_00000017.png,4.0,321,103,511,343,0.50302243,0.21059269,0.7991742,0.7016857
151,data\kanade\cohn-kanade-images\S050\001\S050_001_00000015.png,4.0,321,103,511,343,0.50302243,0.21059269,0.7991742,0.7016857
152,data\kanade\cohn-kanade-images\S050\001\S050_001_00000001.png,0.0,321,103,511,343,0.50302243,0.21059269,0.7991742,0.7016857
153,data\kanade\cohn-kanade-images\S050\002\S050_002_00000018.png,7.0,322,82,506,375,0.50431406,0.1683251,0.7910546,0.76720285
154,data\kanade\cohn-kanade-images\S050\002\S050_002_00000016.png,7.0,322,82,506,375,0.50431406,0.1683251,0.7910546,0.76720285
155,data\kanade\cohn-kanade-images\S050\002\S050_002_00000001.png,0.0,322,82,506,375,0.50431406,0.1683251,0.7910546,0.76720285
156,data\kanade\cohn-kanade-images\S050\004\S050_004_00000021.png,1.0,315,104,507,352,0.49308425,0.21241376,0.79274565,0.7187073
157,data\kanade\cohn-kanade-images\S050\004\S050_004_00000019.png,1.0,315,104,507,352,0.49308425,0.21241376,0.79274565,0.7187073
158,data\kanade\cohn-kanade-images\S050\004\S050_004_00000001.png,0.0,315,104,507,352,0.49308425,0.21241376,0.79274565,0.7187073
159,data\kanade\cohn-kanade-images\S050\006\S050_006_00000023.png,5.0,320,94,510,349,0.5007826,0.19231209,0.79792523,0.71370745
160,data\kanade\cohn-kanade-images\S050\006\S050_006_00000021.png,5.0,320,94,510,349,0.5007826,0.19231209,0.79792523,0.71370745
161,data\kanade\cohn-kanade-images\S050\006\S050_006_00000001.png,0.0,320,94,510,349,0.5007826,0.19231209,0.79792523,0.71370745
162,data\kanade\cohn-kanade-images\S051\003\S051_003_00000018.png,3.0,180,136,405,416,0.2820214,0.27925396,0.6331268,0.8508049
163,data\kanade\cohn-kanade-images\S051\003\S051_003_00000016.png,3.0,180,136,405,416,0.2820214,0.27925396,0.6331268,0.8508049
164,data\kanade\cohn-kanade-images\S051\003\S051_003_00000001.png,0.0,180,136,405,416,0.2820214,0.27925396,0.6331268,0.8508049
165,data\kanade\cohn-kanade-images\S052\001\S052_001_00000015.png,7.0,211,84,431,441,0.33089277,0.17169604,0.6736293,0.90085125
166,data\kanade\cohn-kanade-images\S052\001\S052_001_00000013.png,7.0,211,84,431,441,0.33089277,0.17169604,0.6736293,0.90085125
167,data\kanade\cohn-kanade-images\S052\001\S052_001_00000001.png,0.0,211,84,431,441,0.33089277,0.17169604,0.6736293,0.90085125
168,data\kanade\cohn-kanade-images\S052\004\S052_004_00000033.png,5.0,207,95,430,414,0.32373166,0.19428891,0.6730382,0.8458554
169,data\kanade\cohn-kanade-images\S052\004\S052_004_00000031.png,5.0,207,95,430,414,0.32373166,0.19428891,0.6730382,0.8458554
170,data\kanade\cohn-kanade-images\S052\004\S052_004_00000001.png,0.0,207,95,430,414,0.32373166,0.19428891,0.6730382,0.8458554
171,data\kanade\cohn-kanade-images\S052\006\S052_006_00000013.png,3.0,214,94,432,402,0.33558542,0.19344565,0.67639726,0.8217895
172,data\kanade\cohn-kanade-images\S052\006\S052_006_00000011.png,3.0,214,94,432,402,0.33558542,0.19344565,0.67639726,0.8217895
173,data\kanade\cohn-kanade-images\S052\006\S052_006_00000001.png,0.0,214,94,432,402,0.33558542,0.19344565,0.67639726,0.8217895
174,data\kanade\cohn-kanade-images\S053\001\S053_001_00000023.png,7.0,184,63,461,447,0.28863627,0.1287227,0.7210961,0.9130608
175,data\kanade\cohn-kanade-images\S053\001\S053_001_00000021.png,7.0,184,63,461,447,0.28863627,0.1287227,0.7210961,0.9130608
176,data\kanade\cohn-kanade-images\S053\001\S053_001_00000001.png,0.0,184,63,461,447,0.28863627,0.1287227,0.7210961,0.9130608
177,data\kanade\cohn-kanade-images\S053\004\S053_004_00000024.png,5.0,175,79,463,424,0.2738374,0.16290927,0.7244951,0.8654871
178,data\kanade\cohn-kanade-images\S053\004\S053_004_00000022.png,5.0,175,79,463,424,0.2738374,0.16290927,0.7244951,0.8654871
179,data\kanade\cohn-kanade-images\S053\004\S053_004_00000001.png,0.0,175,79,463,424,0.2738374,0.16290927,0.7244951,0.8654871
180,data\kanade\cohn-kanade-images\S054\002\S054_002_00000015.png,4.0,218,126,454,442,0.3413986,0.25837657,0.7094437,0.9031594
181,data\kanade\cohn-kanade-images\S054\002\S054_002_00000013.png,4.0,218,126,454,442,0.3413986,0.25837657,0.7094437,0.9031594
182,data\kanade\cohn-kanade-images\S054\002\S054_002_00000001.png,0.0,218,126,454,442,0.3413986,0.25837657,0.7094437,0.9031594
183,data\kanade\cohn-kanade-images\S054\003\S054_003_00000007.png,7.0,209,122,448,457,0.32795125,0.2490131,0.7004712,0.93438315
184,data\kanade\cohn-kanade-images\S054\003\S054_003_00000005.png,7.0,209,122,448,457,0.32795125,0.2490131,0.7004712,0.93438315
185,data\kanade\cohn-kanade-images\S054\003\S054_003_00000001.png,0.0,209,122,448,457,0.32795125,0.2490131,0.7004712,0.93438315
186,data\kanade\cohn-kanade-images\S054\004\S054_004_00000024.png,3.0,220,148,454,432,0.34469008,0.30356023,0.71076727,0.8822763
187,data\kanade\cohn-kanade-images\S054\004\S054_004_00000022.png,3.0,220,148,454,432,0.34469008,0.30356023,0.71076727,0.8822763
188,data\kanade\cohn-kanade-images\S054\004\S054_004_00000001.png,0.0,220,148,454,432,0.34469008,0.30356023,0.71076727,0.8822763
189,data\kanade\cohn-kanade-images\S055\001\S055_001_00000012.png,7.0,257,110,473,441,0.40217048,0.2262893,0.7393083,0.90203846
190,data\kanade\cohn-kanade-images\S055\001\S055_001_00000010.png,7.0,257,110,473,441,0.40217048,0.2262893,0.7393083,0.90203846
191,data\kanade\cohn-kanade-images\S055\001\S055_001_00000001.png,0.0,257,110,473,441,0.40217048,0.2262893,0.7393083,0.90203846
192,data\kanade\cohn-kanade-images\S055\003\S055_003_00000009.png,3.0,248,112,467,400,0.38773513,0.23041505,0.7303537,0.81772965
193,data\kanade\cohn-kanade-images\S055\003\S055_003_00000007.png,3.0,248,112,467,400,0.38773513,0.23041505,0.7303537,0.81772965
194,data\kanade\cohn-kanade-images\S055\003\S055_003_00000001.png,0.0,248,112,467,400,0.38773513,0.23041505,0.7303537,0.81772965
195,data\kanade\cohn-kanade-images\S055\004\S055_004_00000028.png,1.0,250,125,469,413,0.39135492,0.2566889,0.7335218,0.8432477
196,data\kanade\cohn-kanade-images\S055\004\S055_004_00000026.png,1.0,250,125,469,413,0.39135492,0.2566889,0.7335218,0.8432477
197,data\kanade\cohn-kanade-images\S055\004\S055_004_00000001.png,0.0,250,125,469,413,0.39135492,0.2566889,0.7335218,0.8432477
198,data\kanade\cohn-kanade-images\S055\005\S055_005_00000045.png,5.0,250,114,470,403,0.39073437,0.23454908,0.7346205,0.824088
