,file,label,x0,y0,x1,y1,x_norm0,y_norm0,x_norm1,y_norm1
27,data\kanade\cohn-kanade-images\S026\001\S026_001_00000001.png,0.0,243,84,432,366,0.3803557,0.1722101,0.6752198,0.7479061
28,data\kanade\cohn-kanade-images\S026\002\S026_002_00000016.png,6.0,234,104,428,359,0.36623207,0.21300766,0.66992223,0.73368967
29,data\kanade\cohn-kanade-images\S026\003\S026_003_00000015.png,1.0,236,105,430,356,0.36892635,0.21625295,0.672311,0.7280121
30,data\kanade\cohn-kanade-images\S026\006\S026_006_00000013.png,5.0,238,99,432,357,0.37228763,0.20210972,0.67557395,0.72940075
31,data\kanade\cohn-kanade-images\S028\001\S028_001_00000024.png,1.0,249,149,446,382,0.39035606,0.30452427,0.69737613,0.7796228
32,data\kanade\cohn-kanade-images\S029\001\S029_001_00000019.png,1.0,230,116,423,348,0.3600979,0.2380406,0.66144955,0.71179664
33,data\kanade\cohn-kanade-images\S029\001\S029_001_00000001.png,0.0,230,116,423,348,0.3600979,0.2380406,0.66144955,0.71179664
34,data\kanade\cohn-kanade-images\S032\001\S032_001_00000022.png,7.0,252,111,437,379,0.394016,0.22798905,0.6836654,0.77397597
35,data\kanade\cohn-kanade-images\S032\001\S032_001_00000001.png,0.0,252,111,437,379,0.394016,0.22798905,0.6836654,0.77397597
36,data\kanade\cohn-kanade-images\S032\003\S032_003_00000017.png,1.0,253,132,440,368,0.396066,0.27090365,0.68860453,0.7523542
37,data\kanade\cohn-kanade-images\S032\004\S032_004_00000014.png,4.0,254,130,440,364,0.39762565,0.26732725,0.68773186,0.74295694
38,data\kanade\cohn-kanade-images\S032\004\S032_004_00000001.png,0.0,254,130,440,364,0.39762565,0.26732725,0.68773186,0.74295694
39,data\kanade\cohn-kanade-images\S032\005\S032_005_00000016.png,3.0,252,135,439,367,0.3945478,0.27598152,0.6868007,0.7507341
40,data\kanade\cohn-kanade-images\S032\005\S032_005_00000001.png,0.0,252,135,439,367,0.3945478,0.27598152,0.6868007,0.7507341
41,data\kanade\cohn-kanade-images\S032\006\S032_006_00000016.png,5.0,253,122,439,367,0.39628074,0.25084287,0.6872568,0.7496825
42,data\kanade\cohn-kanade-images\S034\001\S034_001_00000029.png,7.0,205,126,395,410,0.3214072,0.2586816,0.617689,0.8369861
43,data\kanade\cohn-kanade-images\S034\003\S034_003_00000027.png,1.0,214,134,396,379,0.33453947,0.275173,0.61928993,0.77402216
44,data\kanade\cohn-kanade-images\S034\003\S034_003_00000001.png,0.0,214,134,396,379,0.33453947,0.275173,0.61928993,0.77402216
45,data\kanade\cohn-kanade-images\S034\005\S034_005_00000010.png,5.0,209,127,397,376,0.32746512,0.26095143,0.62184364,0.76810193
46,data\kanade\cohn-kanade-images\S035\001\S035_001_00000015.png,7.0,214,107,397,401,0.33502635,0.21916297,0.6208943,0.8183694
47,data\kanade\cohn-kanade-images\S035\005\S035_005_00000019.png,3.0,214,118,395,359,0.33492982,0.24164306,0.61742276,0.7335806
48,data\kanade\cohn-kanade-images\S035\006\S035_006_00000018.png,5.0,215,115,399,369,0.33658582,0.23470804,0.6236039,0.7533915
49,data\kanade\cohn-kanade-images\S035\006\S035_006_00000001.png,0.0,215,115,399,369,0.33658582,0.23470804,0.6236039,0.7533915
50,data\kanade\cohn-kanade-images\S037\001\S037_001_00000020.png,7.0,259,105,452,414,0.40484005,0.21441138,0.7069097,0.8466635
51,data\kanade\cohn-kanade-images\S037\003\S037_003_00000022.png,1.0,255,109,452,371,0.39990878,0.22364527,0.7075474,0.7578042
52,data\kanade\cohn-kanade-images\S037\006\S037_006_00000021.png,5.0,259,96,454,362,0.40473685,0.19652554,0.7094331,0.74052584
53,data\kanade\cohn-kanade-images\S042\001\S042_001_00000019.png,7.0,247,125,426,413,0.3867247,0.2564236,0.6666485,0.84312344
54,data\kanade\cohn-kanade-images\S042\001\S042_001_00000001.png,0.0,247,125,426,413,0.3867247,0.2564236,0.6666485,0.84312344
55,data\kanade\cohn-kanade-images\S042\002\S042_002_00000016.png,6.0,244,133,427,390,0.38186446,0.2720292,0.66779995,0.7964467
56,data\kanade\cohn-kanade-images\S042\002\S042_002_00000001.png,0.0,244,133,427,390,0.38186446,0.2720292,0.66779995,0.7964467
57,data\kanade\cohn-kanade-images\S042\004\S042_004_00000020.png,1.0,244,134,427,387,0.38213217,0.27525532,0.6672462,0.7913481
58,data\kanade\cohn-kanade-images\S042\004\S042_004_00000001.png,0.0,244,134,427,387,0.38213217,0.27525532,0.6672462,0.7913481
59,data\kanade\cohn-kanade-images\S042\006\S042_006_00000017.png,5.0,241,129,431,391,0.37685,0.26427674,0.6749027,0.79972863
60,data\kanade\cohn-kanade-images\S042\006\S042_006_00000001.png,0.0,241,129,431,391,0.37685,0.26427674,0.6749027,0.79972863
61,data\kanade\cohn-kanade-images\S044\001\S044_001_00000024.png,7.0,256,126,427,390,0.4004293,0.25781032,0.66837484,0.79657865
62,data\kanade\cohn-kanade-images\S044\003\S044_003_00000014.png,5.0,252,130,429,366,0.394414,0.26569742,0.6705875,0.747641
63,data\kanade\cohn-kanade-images\S044\003\S044_003_00000001.png,0.0,252,130,429,366,0.394414,0.26569742,0.6705875,0.747641
64,data\kanade\cohn-kanade-images\S044\006\S044_006_00000019.png,3.0,253,133,429,361,0.39628977,0.27186126,0.67156214,0.7378952
65,data\kanade\cohn-kanade-images\S044\006\S044_006_00000001.png,0.0,253,133,429,361,0.39628977,0.27186126,0.67156214,0.7378952
66,data\kanade\cohn-kanade-images\S045\004\S045_004_00000015.png,3.0,200,141,397,377,0.3127294,0.28841338,0.6214292,0.76942694
67,data\kanade\cohn-kanade-images\S045\004\S045_004_00000001.png,0.0,200,141,397,377,0.3127294,0.28841338,0.6214292,0.76942694
68,data\kanade\cohn-kanade-images\S045\005\S045_005_00000030.png,1.0,189,147,388,379,0.29648823,0.30039865,0.606515,0.7736532
69,data\kanade\cohn-kanade-images\S045\005\S045_005_00000001.png,0.0,189,147,388,379,0.29648823,0.30039865,0.606515,0.7736532
70,data\kanade\cohn-kanade-images\S046\001\S046_001_00000025.png,6.0,217,110,410,362,0.33980572,0.22508296,0.64108974,0.739504
71,data\kanade\cohn-kanade-images\S046\002\S046_002_00000006.png,7.0,222,101,411,388,0.347638,0.20755571,0.64361817,0.79287106
72,data\kanade\cohn-kanade-images\S046\003\S046_003_00000016.png,4.0,222,108,410,360,0.3480425,0.22087628,0.641762,0.73543984
73,data\kanade\cohn-kanade-images\S046\003\S046_003_00000001.png,0.0,222,108,410,360,0.3480425,0.22087628,0.641762,0.73543984
74,data\kanade\cohn-kanade-images\S046\004\S046_004_00000017.png,3.0,223,121,410,362,0.3490675,0.24860662,0.64116144,0.7392939
75,data\kanade\cohn-kanade-images\S050\001\S050_001_00000017.png,4.0,321,103,511,343,0.50302243,0.21059269,0.7991742,0.7016857
76,data\kanade\cohn-kanade-images\S050\002\S050_002_00000018.png,7.0,322,82,506,375,0.50431406,0.1683251,0.7910546,0.76720285
77,data\kanade\cohn-kanade-images\S050\002\S050_002_00000001.png,0.0,322,82,506,375,0.50431406,0.1683251,0.7910546,0.76720285
78,data\kanade\cohn-kanade-images\S050\004\S050_004_00000021.png,1.0,315,104,507,352,0.49308425,0.21241376,0.79274565,0.7187073
79,data\kanade\cohn-kanade-images\S050\006\S050_006_00000023.png,5.0,320,94,510,349,0.5007826,0.19231209,0.79792523,0.71370745
80,data\kanade\cohn-kanade-images\S051\003\S051_003_00000018.png,3.0,180,136,405,416,0.2820214,0.27925396,0.6331268,0.8508049
81,data\kanade\cohn-kanade-images\S051\003\S051_003_00000001.png,0.0,180,136,405,416,0.2820214,0.27925396,0.6331268,0.8508049
82,data\kanade\cohn-kanade-images\S052\001\S052_001_00000015.png,7.0,211,84,431,441,0.33089277,0.17169604,0.6736293,0.90085125
83,data\kanade\cohn-kanade-images\S052\001\S052_001_00000001.png,0.0,211,84,431,441,0.33089277,0.17169604,0.6736293,0.90085125
84,data\kanade\cohn-kanade-images\S052\004\S052_004_00000033.png,5.0,207,95,430,414,0.32373166,0.19428891,0.6730382,0.8458554
85,data\kanade\cohn-kanade-images\S052\006\S052_006_00000013.png,3.0,214,94,432,402,0.33558542,0.19344565,0.67639726,0.8217895
86,data\kanade\cohn-kanade-images\S052\006\S052_006_00000001.png,0.0,214,94,432,402,0.33558542,0.19344565,0.67639726,0.8217895
87,data\kanade\cohn-kanade-images\S053\001\S053_001_00000023.png,7.0,184,63,461,447,0.28863627,0.1287227,0.7210961,0.9130608
88,data\kanade\cohn-kanade-images\S053\004\S053_004_00000024.png,5.0,175,79,463,424,0.2738374,0.16290927,0.7244951,0.8654871
89,data\kanade\cohn-kanade-images\S054\002\S054_002_00000015.png,4.0,218,126,454,442,0.3413986,0.25837657,0.7094437,0.9031594
90,data\kanade\cohn-kanade-images\S054\003\S054_003_00000007.png,7.0,209,122,448,457,0.32795125,0.2490131,0.7004712,0.93438315
91,data\kanade\cohn-kanade-images\S054\004\S054_004_00000024.png,3.0,220,148,454,432,0.34469008,0.30356023,0.71076727,0.8822763
92,data\kanade\cohn-kanade-images\S055\001\S055_001_00000012.png,7.0,257,110,473,441,0.40217048,0.2262893,0.7393083,0.90203846
93,data\kanade\cohn-kanade-images\S055\003\S055_003_00000009.png,3.0,248,112,467,400,0.38773513,0.23041505,0.7303537,0.81772965
94,data\kanade\cohn-kanade-images\S055\004\S055_004_00000028.png,1.0,250,125,469,413,0.39135492,0.2566889,0.7335218,0.8432477
95,data\kanade\cohn-kanade-images\S055\005\S055_005_00000045.png,5.0,250,114,470,403,0.39073437,0.23454908,0.7346205,0.824088
96,data\kanade\cohn-kanade-images\S055\005\S055_005_00000001.png,0.0,250,114,470,403,0.39073437,0.23454908,0.7346205,0.824088
97,data\kanade\cohn-kanade-images\S055\006\S055_006_00000008.png,4.0,250,116,469,407,0.39140642,0.23839208,0.73426855,0.83163285
98,data\kanade\cohn-kanade-images\S055\006\S055_006_00000001.png,0.0,250,116,469,407,0.39140642,0.23839208,0.73426855,0.83163285
99,data\kanade\cohn-kanade-images\S056\002\S056_002_00000010.png,3.0,176,106,401,412,0.27594793,0.2172023,0.62752426,0.84083796
100,data\kanade\cohn-kanade-images\S056\004\S056_004_00000020.png,5.0,172,93,399,407,0.26975214,0.19136053,0.623669,0.8317482
101,data\kanade\cohn-kanade-images\S057\001\S057_001_00000019.png,7.0,226,92,454,392,0.3539583,0.1886909,0.7096861,0.8001542
102,data\kanade\cohn-kanade-images\S057\003\S057_003_00000015.png,3.0,227,98,452,377,0.35474253,0.20064187,0.70752263,0.7711251
103,data\kanade\cohn-kanade-images\S057\003\S057_003_00000001.png,0.0,227,98,452,377,0.35474253,0.20064187,0.70752263,0.7711251
104,data\kanade\cohn-kanade-images\S057\006\S057_006_00000033.png,5.0,223,93,452,376,0.34971613,0.18988079,0.70688826,0.7681462
105,data\kanade\cohn-kanade-images\S057\006\S057_006_00000001.png,0.0,223,93,452,376,0.34971613,0.18988079,0.70688826,0.7681462
106,data\kanade\cohn-kanade-images\S058\001\S058_001_00000020.png,7.0,207,76,443,430,0.32481885,0.1570208,0.6924038,0.87831104
107,data\kanade\cohn-kanade-images\S058\005\S058_005_00000010.png,1.0,205,92,449,398,0.32106656,0.18807855,0.70303184,0.8142437
108,data\kanade\cohn-kanade-images\S058\006\S058_006_00000018.png,3.0,202,88,449,402,0.3161732,0.1799398,0.7020893,0.8220975
109,data\kanade\cohn-kanade-images\S058\006\S058_006_00000001.png,0.0,202,88,449,402,0.3161732,0.1799398,0.7020893,0.8220975
110,data\kanade\cohn-kanade-images\S059\001\S059_001_00000018.png,7.0,258,96,486,436,0.40457097,0.197034,0.7605361,0.89000523
111,data\kanade\cohn-kanade-images\S059\001\S059_001_00000001.png,0.0,258,96,486,436,0.40457097,0.197034,0.7605361,0.89000523
112,data\kanade\cohn-kanade-images\S059\002\S059_002_00000017.png,4.0,255,96,485,396,0.399392,0.19720018,0.7587342,0.8085693
113,data\kanade\cohn-kanade-images\S059\002\S059_002_00000001.png,0.0,255,96,485,396,0.399392,0.19720018,0.7587342,0.8085693
114,data\kanade\cohn-kanade-images\S060\002\S060_002_00000026.png,5.0,220,118,445,430,0.3440326,0.24160346,0.69550806,0.87883425
115,data\kanade\cohn-kanade-images\S060\003\S060_003_00000018.png,7.0,215,102,436,424,0.33692127,0.208383,0.6822712,0.86687684
116,data\kanade\cohn-kanade-images\S060\005\S060_005_00000021.png,3.0,223,131,444,434,0.34997347,0.26815063,0.6950587,0.8860175
117,data\kanade\cohn-kanade-images\S060\005\S060_005_00000001.png,0.0,223,131,444,434,0.34997347,0.26815063,0.6950587,0.8860175
118,data\kanade\cohn-kanade-images\S061\001\S061_001_00000012.png,7.0,216,126,455,453,0.33878672,0.25714606,0.7110884,0.9247584
119,data\kanade\cohn-kanade-images\S061\002\S061_002_00000015.png,5.0,216,131,448,410,0.3388753,0.2680826,0.701182,0.8375343
120,data\kanade\cohn-kanade-images\S061\002\S061_002_00000001.png,0.0,216,131,448,410,0.3388753,0.2680826,0.701182,0.8375343
121,data\kanade\cohn-kanade-images\S061\004\S061_004_00000022.png,3.0,215,130,460,403,0.33700264,0.26692346,0.7194524,0.82365453
122,data\kanade\cohn-kanade-images\S062\001\S062_001_00000017.png,4.0,164,84,421,417,0.2565395,0.17298159,0.6587498,0.85270274
123,data\kanade\cohn-kanade-images\S062\002\S062_002_00000016.png,7.0,168,85,414,430,0.26325333,0.17360616,0.647925,0.879547
124,data\kanade\cohn-kanade-images\S062\002\S062_002_00000001.png,0.0,168,85,414,430,0.26325333,0.17360616,0.647925,0.879547
125,data\kanade\cohn-kanade-images\S062\004\S062_004_00000024.png,5.0,162,85,423,411,0.25393373,0.17543033,0.66099375,0.84018064
126,data\kanade\cohn-kanade-images\S062\005\S062_005_00000029.png,3.0,155,91,412,411,0.24293001,0.18773344,0.64451844,0.8403022
127,data\kanade\cohn-kanade-images\S063\001\S063_001_00000013.png,7.0,178,81,436,416,0.27893025,0.16599536,0.682549,0.85058534
128,data\kanade\cohn-kanade-images\S063\002\S063_002_00000023.png,5.0,179,86,438,388,0.2804129,0.17675805,0.684945,0.7921453
129,data\kanade\cohn-kanade-images\S063\002\S063_002_00000001.png,0.0,179,86,438,388,0.2804129,0.17675805,0.684945,0.7921453
130,data\kanade\cohn-kanade-images\S064\001\S064_001_00000012.png,7.0,177,73,399,390,0.27736366,0.15033904,0.6249349,0.7974217
131,data\kanade\cohn-kanade-images\S064\003\S064_003_00000025.png,5.0,177,57,400,372,0.27731818,0.11753869,0.6251231,0.7595535
132,data\kanade\cohn-kanade-images\S064\003\S064_003_00000001.png,0.0,177,57,400,372,0.27731818,0.11753869,0.6251231,0.7595535
133,data\kanade\cohn-kanade-images\S064\004\S064_004_00000014.png,6.0,177,85,400,380,0.2772796,0.17369622,0.62517035,0.77679414
134,data\kanade\cohn-kanade-images\S065\002\S065_002_00000022.png,4.0,199,107,407,379,0.3119258,0.21857613,0.6361922,0.7753568
135,data\kanade\cohn-kanade-images\S065\003\S065_003_00000022.png,7.0,195,95,402,400,0.30611557,0.19446433,0.6294384,0.8174406
136,data\kanade\cohn-kanade-images\S065\004\S065_004_00000028.png,5.0,201,112,407,384,0.3142767,0.23007903,0.63692534,0.78445804
137,data\kanade\cohn-kanade-images\S065\005\S065_005_00000008.png,3.0,201,130,397,392,0.31418973,0.26559284,0.6218382,0.8001461
138,data\kanade\cohn-kanade-images\S066\002\S066_002_00000022.png,7.0,236,93,460,419,0.3698935,0.19050822,0.71909815,0.8560531
139,data\kanade\cohn-kanade-images\S066\002\S066_002_00000001.png,0.0,236,93,460,419,0.3698935,0.19050822,0.71909815,0.8560531
140,data\kanade\cohn-kanade-images\S066\003\S066_003_00000012.png,5.0,234,103,457,396,0.36582512,0.21206567,0.7148889,0.8091594
141,data\kanade\cohn-kanade-images\S066\004\S066_004_00000010.png,6.0,242,103,464,389,0.3787665,0.21140617,0.7262312,0.79471225
142,data\kanade\cohn-kanade-images\S066\005\S066_005_00000011.png,1.0,239,106,459,391,0.37455127,0.21686414,0.7178296,0.7998773
143,data\kanade\cohn-kanade-images\S066\005\S066_005_00000001.png,0.0,239,106,459,391,0.37455127,0.21686414,0.7178296,0.7998773
144,data\kanade\cohn-kanade-images\S067\002\S067_002_00000014.png,7.0,219,107,446,440,0.34330815,0.21989405,0.6978237,0.8991339
145,data\kanade\cohn-kanade-images\S067\004\S067_004_00000023.png,1.0,226,130,450,421,0.35342515,0.267241,0.70366025,0.86034167
146,data\kanade\cohn-kanade-images\S067\004\S067_004_00000001.png,0.0,226,130,450,421,0.35342515,0.267241,0.70366025,0.86034167
147,data\kanade\cohn-kanade-images\S067\005\S067_005_00000022.png,5.0,220,119,448,403,0.34520036,0.24287972,0.7008006,0.8233582
148,data\kanade\cohn-kanade-images\S067\005\S067_005_00000001.png,0.0,220,119,448,403,0.34520036,0.24287972,0.7008006,0.8233582
149,data\kanade\cohn-kanade-images\S067\006\S067_006_00000011.png,3.0,217,111,442,390,0.3394887,0.22789025,0.69104165,0.7972349
150,data\kanade\cohn-kanade-images\S068\002\S068_002_00000015.png,5.0,158,115,378,401,0.24736208,0.2357884,0.5912814,0.81850463
151,data\kanade\cohn-kanade-images\S068\002\S068_002_00000001.png,0.0,158,115,378,401,0.24736208,0.2357884,0.5912814,0.81850463
152,data\kanade\cohn-kanade-images\S068\003\S068_003_00000014.png,7.0,151,115,370,422,0.23610522,0.23592132,0.5796369,0.8618652
153,data\kanade\cohn-kanade-images\S068\003\S068_003_00000001.png,0.0,151,115,370,422,0.23610522,0.23592132,0.5796369,0.8618652
154,data\kanade\cohn-kanade-images\S068\004\S068_004_00000010.png,4.0,153,122,374,396,0.23923111,0.25012118,0.5858899,0.81000644
155,data\kanade\cohn-kanade-images\S068\005\S068_005_00000021.png,3.0,153,124,373,402,0.23958485,0.25429314,0.5833426,0.8219902
156,data\kanade\cohn-kanade-images\S068\005\S068_005_00000001.png,0.0,153,124,373,402,0.23958485,0.25429314,0.5833426,0.8219902
157,data\kanade\cohn-kanade-images\S069\002\S069_002_00000014.png,7.0,189,112,436,431,0.29640523,0.23008612,0.68164754,0.8812622
158,data\kanade\cohn-kanade-images\S069\002\S069_002_00000001.png,0.0,189,112,436,431,0.29640523,0.23008612,0.68164754,0.8812622
159,data\kanade\cohn-kanade-images\S069\003\S069_003_00000011.png,3.0,194,131,434,409,0.30355847,0.26739225,0.67918,0.83652973
160,data\kanade\cohn-kanade-images\S069\003\S069_003_00000001.png,0.0,194,131,434,409,0.30355847,0.26739225,0.67918,0.83652973
161,data\kanade\cohn-kanade-images\S069\004\S069_004_00000017.png,5.0,193,123,436,421,0.3017472,0.2511908,0.68265796,0.8599378
162,data\kanade\cohn-kanade-images\S069\004\S069_004_00000001.png,0.0,193,123,436,421,0.3017472,0.2511908,0.68265796,0.8599378
163,data\kanade\cohn-kanade-images\S070\002\S070_002_00000016.png,7.0,228,108,442,390,0.35739845,0.22067508,0.690896,0.796924
164,data\kanade\cohn-kanade-images\S070\003\S070_003_00000017.png,5.0,223,106,447,385,0.34916747,0.21643704,0.6992452,0.7864991
165,data\kanade\cohn-kanade-images\S070\005\S070_005_00000016.png,3.0,225,110,444,381,0.35189986,0.22454274,0.6939597,0.77885604
166,data\kanade\cohn-kanade-images\S070\005\S070_005_00000001.png,0.0,225,110,444,381,0.35189986,0.22454274,0.6939597,0.77885604
167,data\kanade\cohn-kanade-images\S071\001\S071_001_00000013.png,7.0,238,57,455,376,0.3731026,0.11695629,0.711266,0.76918
168,data\kanade\cohn-kanade-images\S071\001\S071_001_00000001.png,0.0,238,57,455,376,0.3731026,0.11695629,0.711266,0.76918
169,data\kanade\cohn-kanade-images\S071\002\S071_002_00000020.png,6.0,232,61,451,345,0.36270988,0.12614405,0.7047205,0.70434684
170,data\kanade\cohn-kanade-images\S071\004\S071_004_00000028.png,1.0,234,59,451,342,0.3665067,0.12170982,0.705899,0.69942164
171,data\kanade\cohn-kanade-images\S071\005\S071_005_00000021.png,5.0,231,60,450,343,0.36127296,0.12283519,0.70378196,0.70031273
172,data\kanade\cohn-kanade-images\S071\005\S071_005_00000001.png,0.0,231,60,450,343,0.36127296,0.12283519,0.70378196,0.70031273
173,data\kanade\cohn-kanade-images\S071\006\S071_006_00000014.png,3.0,231,62,449,346,0.36151904,0.12850875,0.70203525,0.7075251
174,data\kanade\cohn-kanade-images\S071\006\S071_006_00000001.png,0.0,231,62,449,346,0.36151904,0.12850875,0.70203525,0.7075251
175,data\kanade\cohn-kanade-images\S072\005\S072_005_00000019.png,1.0,222,133,446,409,0.34792912,0.27307895,0.697649,0.8359239
176,data\kanade\cohn-kanade-images\S072\006\S072_006_00000022.png,5.0,224,118,447,395,0.3501155,0.24210408,0.69994915,0.80640614
177,data\kanade\cohn-kanade-images\S073\001\S073_001_00000013.png,7.0,191,84,411,427,0.2998446,0.17280957,0.64339817,0.87219226
178,data\kanade\cohn-kanade-images\S073\001\S073_001_00000001.png,0.0,191,84,411,427,0.2998446,0.17280957,0.64339817,0.87219226
179,data\kanade\cohn-kanade-images\S073\006\S073_006_00000014.png,3.0,193,112,419,410,0.30289522,0.22862506,0.65565693,0.8379756
180,data\kanade\cohn-kanade-images\S074\001\S074_001_00000020.png,4.0,185,118,409,407,0.28950202,0.24256063,0.64046806,0.83191264
181,data\kanade\cohn-kanade-images\S074\001\S074_001_00000001.png,0.0,185,118,409,407,0.28950202,0.24256063,0.64046806,0.83191264
182,data\kanade\cohn-kanade-images\S074\002\S074_002_00000016.png,7.0,190,112,411,430,0.29780608,0.2301102,0.6431707,0.8783771
183,data\kanade\cohn-kanade-images\S074\004\S074_004_00000018.png,3.0,190,123,412,406,0.29748136,0.25275165,0.64491785,0.83012193
184,data\kanade\cohn-kanade-images\S074\004\S074_004_00000001.png,0.0,190,123,412,406,0.29748136,0.25275165,0.64491785,0.83012193
185,data\kanade\cohn-kanade-images\S074\005\S074_005_00000043.png,5.0,188,114,413,408,0.29446703,0.23445007,0.6463726,0.8341179
186,data\kanade\cohn-kanade-images\S074\005\S074_005_00000001.png,0.0,188,114,413,408,0.29446703,0.23445007,0.6463726,0.8341179
187,data\kanade\cohn-kanade-images\S075\002\S075_002_00000014.png,7.0,171,94,416,434,0.26829985,0.19213879,0.6503742,0.8865906
188,data\kanade\cohn-kanade-images\S075\002\S075_002_00000001.png,0.0,171,94,416,434,0.26829985,0.19213879,0.6503742,0.8865906
189,data\kanade\cohn-kanade-images\S075\005\S075_005_00000012.png,3.0,168,103,425,431,0.263416,0.21064752,0.66472006,0.88133484
190,data\kanade\cohn-kanade-images\S075\005\S075_005_00000001.png,0.0,168,103,425,431,0.263416,0.21064752,0.66472006,0.88133484
191,data\kanade\cohn-kanade-images\S075\006\S075_006_00000025.png,5.0,167,104,423,431,0.2624082,0.21330747,0.662301,0.881354
192,data\kanade\cohn-kanade-images\S075\008\S075_008_00000012.png,1.0,170,85,426,415,0.26640606,0.17497414,0.6671068,0.84862274
193,data\kanade\cohn-kanade-images\S076\001\S076_001_00000017.png,7.0,192,85,413,422,0.30053177,0.17382324,0.64683163,0.862671
194,data\kanade\cohn-kanade-images\S076\001\S076_001_00000001.png,0.0,192,85,413,422,0.30053177,0.17382324,0.64683163,0.862671
195,data\kanade\cohn-kanade-images\S076\005\S076_005_00000012.png,3.0,191,98,420,390,0.29989687,0.20110887,0.6563164,0.7975616
196,data\kanade\cohn-kanade-images\S076\006\S076_006_00000019.png,5.0,196,94,426,390,0.3067634,0.19218981,0.66608757,0.79700035
197,data\kanade\cohn-kanade-images\S077\001\S077_001_00000028.png,7.0,202,50,421,380,0.3166347,0.1021173,0.65850693,0.77640146
198,data\kanade\cohn-kanade-images\S077\006\S077_006_00000014.png,3.0,204,64,426,338,0.32000828,0.1316014,0.66567606,0.69065106
